label,pressure£¨bar£©,CH4,CO2,C2H6,C3H8,iC4,N2,H2S,nC4,Na(wt%),K(wt%),Ca(wt%),Mg(wt%),CL(wt%),NH4(wt%),temperature(K)
1,4.55,0,0,0,100,0,0,0,0,0,0,0,0,0,0,277.6
1,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,278
1,5.17,0,0,0,100,0,0,0,0,0,0,0,0,0,0,278.2
1,5.42,0,0,0,100,0,0,0,0,0,0,0,0,0,0,278.4
1,2.17,0,0,0,100,0,0,0,0,0,0,0,0,0,0,274.2
1,2.48,0,0,0,100,0,0,0,0,0,0,0,0,0,0,275.2
1,5.1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,278.2
1,2.07,0,0,0,100,0,0,0,0,0,0,0,0,0,0,273.6
1,2.48,0,0,0,100,0,0,0,0,0,0,0,0,0,0,274.6
1,3.38,0,0,0,100,0,0,0,0,0,0,0,0,0,0,276.2
1,4.17,0,0,0,100,0,0,0,0,0,0,0,0,0,0,277.2
1,5.1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,278
1,1.67,0,0,0,0,100,0,0,0,0,0,0,0,0,0,275.1
1,1.65,0,0,0,0,100,0,0,0,0,0,0,0,0,0,275
1,1.63,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.9
1,1.37,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.2
1,1.3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.9
1,1.24,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.6
1,1.17,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.4
1,1.09,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.2
1,1.1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.2
1,1.15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.2
1,1.18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.3
1,1.22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.5
1,1.23,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.6
1,1.24,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.6
1,1.26,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.7
1,1.29,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.8
1,1.32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,273.9
1,1.35,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274
1,1.34,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274
1,1.35,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274
1,1.37,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.1
1,1.4,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.2
1,1.4,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.2
1,1.43,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.3
1,1.47,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.4
1,1.51,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.6
1,1.51,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.6
1,1.57,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.6
1,1.6,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.8
1,1.64,0,0,0,0,100,0,0,0,0,0,0,0,0,0,275
1,1.68,0,0,0,0,100,0,0,0,0,0,0,0,0,0,275
1,1.69,0,0,0,0,100,0,0,0,0,0,0,0,0,0,275
1,0.176,0,0,0,0,100,0,0,0,0,0,0,0,0,0,241.4
1,0.202,0,0,0,0,100,0,0,0,0,0,0,0,0,0,243.4
1,0.264,0,0,0,0,100,0,0,0,0,0,0,0,0,0,248.4
1,0.351,0,0,0,0,100,0,0,0,0,0,0,0,0,0,253.7
1,0.428,0,0,0,0,100,0,0,0,0,0,0,0,0,0,256.5
1,0.664,0,0,0,0,100,0,0,0,0,0,0,0,0,0,263.3
1,0.855,0,0,0,0,100,0,0,0,0,0,0,0,0,0,268.1
1,0.897,0,0,0,0,100,0,0,0,0,0,0,0,0,0,269.4
1,0.913,0,0,0,0,100,0,0,0,0,0,0,0,0,0,269.5
1,1.28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.4
1,1.55,0,0,0,0,100,0,0,0,0,0,0,0,0,0,274.6
1,13.93,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.3
1,14.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.3
1,14.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.3
1,16.13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.4
1,18.48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.5
1,20.82,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.6
1,21.03,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.6
1,24.27,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.7
1,24.13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.7
1,27.58,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.8
1,27.86,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.8
1,35.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.5
1,37.09,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.9
1,41.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.6
1,43.23,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.9
1,20.41,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.2
1,25.86,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.2
1,32.27,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.9
1,36.89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.9
1,10.48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,271.8
1,10.48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,271.9
1,10.89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,272.2
1,12.34,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.4
1,12.41,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.5
1,13.17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.9
1,13.51,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.1
1,13.86,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.4
1,15.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275
1,14.96,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.1
1,16.34,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.7
1,16.82,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276
1,17.17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.2
1,18.06,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.5
1,18.89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.9
1,19.51,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.2
1,21.37,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.8
1,23.44,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.6
1,24.48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.8
1,25.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.1
1,25.44,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.2
1,27.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.8
1,28.61,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.1
1,29.23,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.2
1,30.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.5
1,31.58,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.8
1,32.82,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.1
1,34.57,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.5
1,36.34,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.9
1,36.89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282
1,38.68,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.3
1,44.68,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.1
1,45.02,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.2
1,45,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.2
1,85,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.6
1,130,0,100,0,0,0,0,0,0,0,0,0,0,0,0,284.2
1,243,0,100,0,0,0,0,0,0,0,0,0,0,0,0,285.2
1,522,0,100,0,0,0,0,0,0,0,0,0,0,0,0,287.2
1,696,0,100,0,0,0,0,0,0,0,0,0,0,0,0,288.2
1,881,0,100,0,0,0,0,0,0,0,0,0,0,0,0,289.2
1,1095,0,100,0,0,0,0,0,0,0,0,0,0,0,0,290.2
1,1220,0,100,0,0,0,0,0,0,0,0,0,0,0,0,290.6
1,1353,0,100,0,0,0,0,0,0,0,0,0,0,0,0,291.2
1,1493,0,100,0,0,0,0,0,0,0,0,0,0,0,0,291.6
1,1651,0,100,0,0,0,0,0,0,0,0,0,0,0,0,292.2
1,1862,0,100,0,0,0,0,0,0,0,0,0,0,0,0,292.7
1,13.79,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.9
1,15.58,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.2
1,17.58,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.1
1,24.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.9
1,31.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.7
1,38.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282
1,44.68,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.3
1,27.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.6
1,40.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.1
1,43.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.8
1,10.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,271.6
1,10.45,0,100,0,0,0,0,0,0,0,0,0,0,0,0,271.7
1,10.43,0,100,0,0,0,0,0,0,0,0,0,0,0,0,271.7
1,10.88,0,100,0,0,0,0,0,0,0,0,0,0,0,0,272
1,10.96,0,100,0,0,0,0,0,0,0,0,0,0,0,0,272.1
1,11.17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,272.3
1,11.63,0,100,0,0,0,0,0,0,0,0,0,0,0,0,272.7
1,12.22,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.1
1,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.6
1,13.42,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.9
1,13.87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.2
1,14.62,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.7
1,14.72,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.7
1,15.69,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.3
1,15.69,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.3
1,16.51,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.7
1,17.42,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.1
1,18.44,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.6
1,18.49,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.7
1,19.27,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277
1,19.83,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.2
1,19.84,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.2
1,20.93,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.7
1,21.27,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.7
1,22.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.1
1,23.72,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.6
1,24,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.7
1,24.11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.8
1,25.41,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.2
1,27.37,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.7
1,28.79,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.1
1,29.89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.4
1,31.34,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.7
1,33.27,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.2
1,34.71,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.4
1,36.26,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.8
1,36.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.8
1,38.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.2
1,39.47,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.3
1,40.82,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.6
1,41.65,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.7
1,43.11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.9
1,45.08,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.2
1,45.09,0,100,0,0,0,0,0,0,0,0,0,0,0,0,283.2
1,14.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.3
1,16.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.5
1,19,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.8
1,21.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.6
1,25.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.1
1,31.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.6
1,35.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.5
1,38.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.1
1,43.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.9
1,13.38,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.36
1,15.09,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.03
1,16.51,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274.94
1,19.71,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.29
1,19.66,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.56
1,20.05,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.57
1,21.08,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.98
1,22.38,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.51
1,24.82,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.13
1,26.56,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.69
1,26.04,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.76
1,30.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.23
1,30.19,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.5
1,32.28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.13
1,33.95,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.34
1,36.67,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.79
1,40.85,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.1
1,13.47,0,100,0,0,0,0,0,0,0,0,0,0,0,0,273.95
1,15.44,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.37
1,19.77,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.82
1,21.16,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.82
1,26.74,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.42
1,32.79,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.21
1,38.31,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.79
1,17.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,275.97
1,18.81,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.54
1,21.26,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.45
1,24.97,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.66
1,24.99,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.75
1,26.14,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.16
1,30.76,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.33
1,18.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,276.52
1,19.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.85
1,22.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,278.52
1,26.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,279.49
1,28.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,280.44
1,33.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.49
1,36.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.97
1,36.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282
1,38.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.45
1,40.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.5
1,3458.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,295.8
1,4786.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,298.3
1,20.48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,277.5
1,38.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.2
1,40.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,282.5
1,144.8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,272
1,153,0,0,0,0,0,100,0,0,0,0,0,0,0,0,272.6
1,159.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,272.8
1,159.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,273
1,160.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,273.2
1,163.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,273.2
1,166.2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,273.4
1,175.3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,274
1,191.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,274.8
1,196.6,0,0,0,0,0,100,0,0,0,0,0,0,0,0,275.2
1,206.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,275.6
1,215.8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,275.8
1,223.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,276.2
1,231,0,0,0,0,0,100,0,0,0,0,0,0,0,0,276.6
1,248.3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,277.2
1,279.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,278.2
1,298.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,279.2
1,303,0,0,0,0,0,100,0,0,0,0,0,0,0,0,279.2
1,339.4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,280.2
1,374.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,281.2
1,386.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,281.6
1,414.4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,282.2
1,459,0,0,0,0,0,100,0,0,0,0,0,0,0,0,283.2
1,506.6,0,0,0,0,0,100,0,0,0,0,0,0,0,0,284.2
1,522.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,284.6
1,712.3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,287.8
1,745.8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,288.4
1,814.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,289.2
1,893.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,290.2
1,922.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,290.6
1,958.6,0,0,0,0,0,100,0,0,0,0,0,0,0,0,291
1,368.2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,281.2
1,637.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,286.7
1,1019.8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,291.6
1,1154.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,293
1,1288,0,0,0,0,0,100,0,0,0,0,0,0,0,0,294.3
1,1534.8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,296.6
1,1692.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,297.7
1,1923.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,298.8
1,2077.8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,299.7
1,2196,0,0,0,0,0,100,0,0,0,0,0,0,0,0,300.6
1,3683.2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,302.6
1,3176.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,304.7
1,3288.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,305.5
1,162.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,273.2
1,171.3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,273.7
1,191.3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,274.9
1,236.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,276.5
1,252,0,0,0,0,0,100,0,0,0,0,0,0,0,0,277.4
1,286.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,278.6
1,302.7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,279.3
1,351.6,0,0,0,0,0,100,0,0,0,0,0,0,0,0,281.1
1,550,0,0,0,0,0,100,0,0,0,0,0,0,0,0,285.63
1,690,0,0,0,0,0,100,0,0,0,0,0,0,0,0,287.87
1,780,0,0,0,0,0,100,0,0,0,0,0,0,0,0,289.47
1,1010,0,0,0,0,0,100,0,0,0,0,0,0,0,0,291.96
1,1130,0,0,0,0,0,100,0,0,0,0,0,0,0,0,292.9
1,1270,0,0,0,0,0,100,0,0,0,0,0,0,0,0,294.6
1,1390,0,0,0,0,0,100,0,0,0,0,0,0,0,0,295.61
1,1520,0,0,0,0,0,100,0,0,0,0,0,0,0,0,296.62
1,1620,0,0,0,0,0,100,0,0,0,0,0,0,0,0,297.32
1,1690,0,0,0,0,0,100,0,0,0,0,0,0,0,0,297.86
1,1950,0,0,0,0,0,100,0,0,0,0,0,0,0,0,299.31
1,2060,0,0,0,0,0,100,0,0,0,0,0,0,0,0,299.92
1,2190,0,0,0,0,0,100,0,0,0,0,0,0,0,0,300.49
1,2400,0,0,0,0,0,100,0,0,0,0,0,0,0,0,301.86
1,2560,0,0,0,0,0,100,0,0,0,0,0,0,0,0,302.64
1,2650,0,0,0,0,0,100,0,0,0,0,0,0,0,0,303.08
1,2800,0,0,0,0,0,100,0,0,0,0,0,0,0,0,303.82
1,2940,0,0,0,0,0,100,0,0,0,0,0,0,0,0,304.23
1,3040,0,0,0,0,0,100,0,0,0,0,0,0,0,0,304.43
1,3060,0,0,0,0,0,100,0,0,0,0,0,0,0,0,304.56
1,3240,0,0,0,0,0,100,0,0,0,0,0,0,0,0,305.46
1,3310,0,0,0,0,0,100,0,0,0,0,0,0,0,0,305.85
1,3420,0,0,0,0,0,100,0,0,0,0,0,0,0,0,306.26
1,3540,0,0,0,0,0,100,0,0,0,0,0,0,0,0,306.74
1,3730,0,0,0,0,0,100,0,0,0,0,0,0,0,0,307.21
1,3830,0,0,0,0,0,100,0,0,0,0,0,0,0,0,307.5
1,3980,0,0,0,0,0,100,0,0,0,0,0,0,0,0,309.09
1,4120,0,0,0,0,0,100,0,0,0,0,0,0,0,0,308.57
1,4200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,308.82
1,4310,0,0,0,0,0,100,0,0,0,0,0,0,0,0,309.21
1,4390,0,0,0,0,0,100,0,0,0,0,0,0,0,0,309.43
1,190.93,0,0,0,0,0,100,0,0,0,0,0,0,0,0,274.55
1,453.55,0,0,0,0,0,100,0,0,0,0,0,0,0,0,283.05
1,3.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,283.2
1,7.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,291.2
1,14.96,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299.7
1,22.41,0,0,0,0,0,0,100,0,0,0,0,0,0,0,302.7
1,0.93,0,0,0,0,0,0,100,0,0,0,0,0,0,0,272.8
1,1.57,0,0,0,0,0,0,100,0,0,0,0,0,0,0,277.6
1,2.8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,283.2
1,3.45,0,0,0,0,0,0,100,0,0,0,0,0,0,0,285.2
1,4.99,0,0,0,0,0,0,100,0,0,0,0,0,0,0,288.7
1,6.9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,294.3
1,10.34,0,0,0,0,0,0,100,0,0,0,0,0,0,0,295.7
1,13.79,0,0,0,0,0,0,100,0,0,0,0,0,0,0,298.5
1,15.96,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299.8
1,17.24,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300.5
1,20.68,0,0,0,0,0,0,100,0,0,0,0,0,0,0,302.1
1,22.39,0,0,0,0,0,0,100,0,0,0,0,0,0,0,302.7
1,16.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,298.6
1,16.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,298.8
1,17.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299
1,16.8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299.1
1,17,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299.2
1,17.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299.8
1,17.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,299.8
1,18.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300.1
1,18.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300.2
1,18.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300.4
1,19.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300.7
1,20.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300.8
1,9.45,56.4,0,43.6,0,0,0,0,0,0,0,0,0,0,0,214.8
1,12.89,56.4,0,43.6,0,0,0,0,0,0,0,0,0,0,0,277.6
1,17.58,56.4,0,43.6,0,0,0,0,0,0,0,0,0,0,0,280.4
1,24.34,56.4,0,43.6,0,0,0,0,0,0,0,0,0,0,0,283.2
1,15.24,90.4,0,9.6,0,0,0,0,0,0,0,0,0,0,0,274.8
1,20.96,90.4,0,9.6,0,0,0,0,0,0,0,0,0,0,0,277.6
1,28.89,90.4,0,9.6,0,0,0,0,0,0,0,0,0,0,0,280.4
1,39.65,90.4,0,9.6,0,0,0,0,0,0,0,0,0,0,0,283.2
1,18.41,95,0,5,0,0,0,0,0,0,0,0,0,0,0,274.8
1,18.41,95,0,5,0,0,0,0,0,0,0,0,0,0,0,274.8
1,25.3,95,0,5,0,0,0,0,0,0,0,0,0,0,0,277.6
1,34.47,95,0,5,0,0,0,0,0,0,0,0,0,0,0,280.4
1,47.71,95,0,5,0,0,0,0,0,0,0,0,0,0,0,283.2
1,21.58,97.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,274.8
1,29.58,97.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,277.6
1,40.34,97.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,280.4
1,23.65,97.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,274.8
1,60.88,97.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,283.2
1,28.61,98.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,274.8
1,38.06,98.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,277.6
1,50.88,98.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,280.4
1,684.3,94.6,0,5.4,0,0,0,0,0,0,0,0,0,0,0,302
1,622.3,94.6,0,5.4,0,0,0,0,0,0,0,0,0,0,0,301.2
1,482.3,94.6,0,5.4,0,0,0,0,0,0,0,0,0,0,0,299.1
